time,fav_count,id,lang,possibly_sensitive,source,text,user.id,user.name,user.handle,user.location,dilbert_label,dilbert_score,label,score
Fri Dec 02 21:03:45 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@glen_mcgregor How much?,1176564606,me,MickVillene,"Ottawa, ON",NEGATIVE,0.987715542,1,0.34440279
Fri Dec 02 21:03:44 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@MarkyMarc1982 I'm going with the champ...Fury....what a beast,1.53E+18,BorHawks,boruck_w,Ottawa On,POSITIVE,0.995105386,5,0.359719425
Fri Dec 02 21:03:43 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Hitting your inboxes right now... It's my December newsletter! Read on to sign up for my free social media webinar… https://t.co/1NtytTgh7u,2303982482,Vanessa Chiasson,VLChiasson,Ottawa,NEGATIVE,0.987222493,5,0.359901547
Fri Dec 02 21:03:39 +0000 2022,0,1.60E+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bien joué les (autres) lions 👏🏾👏🏾,380011599,Café Touba,88bpm,"Ottawa, Canada",POSITIVE,0.917363465,4,0.523751438
Fri Dec 02 21:03:38 +0000 2022,1,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@govt_corrupt Lmao, I was just thinking this exact same thought like an hour ago!",1.58E+18,🇨🇦IAN🇨🇦,IANSBACK3,"Ottawa, Ontario",NEGATIVE,0.999393582,1,0.795362175
Fri Dec 02 21:03:36 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Hitting your inboxes right now... It's my December newsletter! Read on to sign up for my free social media webinar… https://t.co/XoNsj4wOx9,51556323,Vanessa@TurnipseedTravel,turnipseeds,Ottawa,NEGATIVE,0.984829247,5,0.338852733
Fri Dec 02 21:03:27 +0000 2022,0,1.60E+18,und,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#FORDmustRESIGN,1.03E+18,Friends of Carlington Woods,CarlingtonHill,"Ottawa, Ontario",NEGATIVE,0.972226322,5,0.356325388
Fri Dec 02 21:03:26 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@s_sstrn I still have a Manitoba number in Ontario, so this is especially hilarious for me. Not a single person in… https://t.co/lSqog2kih4",2855854300,FDC,OldAristocles,"Ottawa, Ontario",POSITIVE,0.998393476,5,0.661682487
Fri Dec 02 21:03:23 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@elonmusk Whatever people may say good or bad you are not boring and twitter is busy. I actually like that you twee… https://t.co/yBFdWIMRXO,39041631,Eleanor Bell,EleanorBell,"Ottawa, Ontario, Canada",NEGATIVE,0.987722099,5,0.455498517
Fri Dec 02 21:03:19 +0000 2022,1,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sodom and Gomorrah is trending, let us take a moment to recognize their the four primary Biblical sins: Pride, sexu… https://t.co/TxhywDXM2w",326107583,#NOM?,BpSeraphimMary,"Ottawa, Canada",POSITIVE,0.725273788,3,0.370393246
Fri Dec 02 21:03:18 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MichaelWarbur17 Been there.,18902724,Peter Traynor,PeterTraynor,"Ottawa, Canada",NEGATIVE,0.986011922,5,0.295108765
Fri Dec 02 21:03:18 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mchkzn Duh in the other side.,9.36E+17,Miss. Jewels,Juju9031,"Ottawa, Ontario",NEGATIVE,0.992313921,1,0.365679413
Fri Dec 02 21:03:16 +0000 2022,0,1.60E+18,und,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",🤫 https://t.co/bsXCCzQZsR,2457765769,Antoine 🐻,Wagash_,,NEGATIVE,0.994449854,3,0.227937832
Fri Dec 02 21:03:16 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@MelanieNoel Thank you Mel!,3195655736,Dr. Nicole Racine,racinen2,"Ottawa, ON",POSITIVE,0.999581993,5,0.545896828
Fri Dec 02 21:03:15 +0000 2022,0,1.60E+18,fr,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",🛑ATTENTION: Nouvelles de boccia - Communiqué de presse: La plus importante compétition de l’année – les Championnat… https://t.co/7Ym38xpAvc,7.00E+17,Boccia Canada,Boccia_Canada,"Ottawa, Ontario",NEGATIVE,0.933409154,5,0.589381933
Fri Dec 02 21:03:14 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Do your friends and family want to donate? No problem! Anyone can join ANY of our teams and book their own an appoi… https://t.co/gLkX3YkP3o,2546823336,HC Helping Communities/SC Soutient les communautés,HC2_SC2,"Ottawa, Ontario",NEGATIVE,0.971711874,5,0.485860556
Fri Dec 02 21:03:12 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Epassy 🔥🔥🔥🔥🔥🔥,2538517144,GEMINI 🤍,noubiahillary,"Ottawa, Ontario",NEGATIVE,0.979391992,3,0.259540766
Fri Dec 02 21:03:08 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@LoydaConejero @FIFAcom Good goal at least by FIFA standards. Same happened to Canada when they thought they had ti… https://t.co/LohPHtkLas,2604508134,Richard Raftus,RickRaftus747,Ottawa,NEGATIVE,0.953369081,3,0.339881212
Fri Dec 02 21:03:05 +0000 2022,1,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@morenol_1990 @DiscussingFilm Correct (apart from a few other animated shells later on). I didn't consider it animated tbh,155272817,Lazron,Lazron,Ottawa ,NEGATIVE,0.501700461,3,0.445951432
Fri Dec 02 21:03:04 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","When you score a goal to beat Brazil and get thrown out for taking your shirt off... you know, Friday... https://t.co/QWh7EMA6rC",233681581,Greg Quinn,quinngreg,Ottawa,NEGATIVE,0.988857388,1,0.605940342
Fri Dec 02 21:03:01 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",🛑ATTENTION: Boccia News - Media Release: Most Important Competition of the Year – 2022 World Boccia Championships –… https://t.co/rjXhdSDxoc,7.00E+17,Boccia Canada,Boccia_Canada,"Ottawa, Ontario",NEGATIVE,0.872943103,5,0.632452548
Fri Dec 02 21:03:01 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Comradnan I think players should only be able to play for the country they were a totally born in, but that is pretty cool.",498425661,Ed Bröwn,EdBrown19,"Ottawa, Canada",POSITIVE,0.999713242,3,0.379484862
Fri Dec 02 21:02:55 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This is the twitter version of Carbon Offsetting. https://t.co/OOe7gwemXu,18855076,Sad Professor Snape,KhoIdstare,Ottawa,NEGATIVE,0.99633944,1,0.628936112
Fri Dec 02 21:02:52 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",It's not too late to join the All I Want For Snapkus challenge! 🎄 You can be like @raddoc888 and sing your heart ou… https://t.co/cuEwjnwSnr,19748753,SingSnap,SingSnap,Ottawa / Canada,POSITIVE,0.996531844,5,0.54849261
Fri Dec 02 21:02:50 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@HChristie2104 @TimiLee16 We’re not teaching or exalting compassion. Without it ppl think only of themselves. 😞,1.50E+18,🇨🇦Dee🇬🇧,phoenixkottawa,"Ottawa, Ontario",NEGATIVE,0.992196321,1,0.611640394
Fri Dec 02 21:02:48 +0000 2022,0,1.60E+18,pt,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@AmandaBrochinni Toda copa e' assim quando ja estamos classificados, fez o correto, errado foi a convocacao com uma… https://t.co/jEVpVaf6Vl",110622139,Green 🇨🇦 🇧🇷,Kel_Green,"Ottawa, Ontario",NEGATIVE,0.985933959,1,0.521922648
Fri Dec 02 21:02:47 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@ItsLethalTTV PC MASTER RACE BABYYYY!,1.50E+18,Major Hazard Gaming,MajHazardGaming,"Ottawa, Ontario",POSITIVE,0.981036425,5,0.680842996
Fri Dec 02 21:02:47 +0000 2022,0,1.60E+18,tl,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@UmunyakaramaM Uraryumako🤣🤣🤣🤣,204286794,Ndoricimpa Joe Dalton 🇨🇦🇧🇮,ndoridalt,"Ottawa, Ontario",POSITIVE,0.646156728,5,0.286554843
Fri Dec 02 21:02:45 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mattxiv Elon was the kind of kid that didn't believe you when you'd say not to touch the red stove top because it's hot.,1.08E+18,M.D. Lafrance,MD_Lafrance,"Ottawa, Ontario",NEGATIVE,0.973227382,3,0.217439935
Fri Dec 02 21:02:43 +0000 2022,0,1.60E+18,es,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Migueltatist @domingo_paez Saber que antes de la ley 87-01 el sistema previsional del país tenía “cero” capital ne… https://t.co/s40IUdY0Eh,99310718,Eugenio Matos,EMatosM,"Ottawa, Ontario",NEGATIVE,0.972781718,1,0.448596776
Fri Dec 02 21:02:40 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Makes Everyone’s Day! https://t.co/BudvHOKPzL,1.59E+18,BrendaBrenda,B27808856Brenda,"Ottawa, Ontario",POSITIVE,0.994999051,5,0.626851022
Fri Dec 02 21:02:37 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AllThingsNFTsNZ @y00tsNFT @frankdegods @DeGodsNFT Congratulations 👏,1.44E+18,Capt. Dill | S⭕️L,Diamondhandz91,"Ottawa, Ontario",NEGATIVE,0.944078028,1,0.336662382
Fri Dec 02 21:02:37 +0000 2022,0,1.60E+18,en,False,"<a href=""https://trueanthem.com/"" rel=""nofollow"">True Anthem</a>","Kanye West has been kicked off of Twitter, after he tweeted a picture of a swastika merged with the Star of David.  https://t.co/eQotOi7MNY",21212604,CTV Ottawa,ctvottawa,"Ottawa, Ontario",NEGATIVE,0.997372627,1,0.607569456
Fri Dec 02 21:02:36 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Naaa! Hats off to Cameroon!! They did well! That defence 🔥🔥 #FIFAWorldCup,7.21E+17,MissAdeTayo🇳🇬🇨🇦,msadeteee,"Ottawa, Ontario",POSITIVE,0.998746872,5,0.338516027
Fri Dec 02 21:02:36 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Announcing another partner of Frostfire! 

🔗https://t.co/JFth48SqLs https://t.co/GfRCnEZDzY",8.32E+17,Carleton Esports,EsportsCarleton,"Ottawa, Ontario",NEGATIVE,0.979137301,5,0.413619667
Fri Dec 02 21:02:34 +0000 2022,0,1.60E+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tous les qualifiés ont perdu leurs derniers matchs,624088325,Milcham,DanyMerengue,"Ottawa, Ontario",POSITIVE,0.992921889,1,0.350194722
Fri Dec 02 21:05:54 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@GraphicMatt I thought they still had to vote just he only needed 1/3?,309398514,S. Jain,midshine,Ottawa,NEGATIVE,0.99834764,3,0.413805187
Fri Dec 02 21:05:53 +0000 2022,0,1.60E+18,ht,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@CetteReine Ki foumi ki mòde w? 😁,314942337,HerbyTheCeo,HerbyTheCeo,"Ottawa, Ontario",NEGATIVE,0.99272871,1,0.318588942
Fri Dec 02 21:06:10 +0000 2022,0,1.60E+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@marieJOgoulet Plusieurs choses, dont une incompréhension complète du domaine de l’efficacité et de l’amélioration… https://t.co/ENWn6E1ky9",240365959,Prof Jérôme St-Amand,JSA_Qc,Ottawa,NEGATIVE,0.984360516,2,0.277530909
Fri Dec 02 21:06:05 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@anndynegative that nostalgia bop though haha,2292851702,Luis // ZeromuS_ ☕☕☕,ZeromuSPlays,"Ottawa, Ontario",POSITIVE,0.975708842,3,0.306300849
Fri Dec 02 21:06:03 +0000 2022,1,1.60E+18,en,False,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Redblacks hire Bob Dyce as third head coach in franchise history https://t.co/9d86Ccc9Cn,190738551,CityNews Ottawa,CityNewsOttawa,"Ottawa, Ontario",NEGATIVE,0.961952209,5,0.331245899
Fri Dec 02 21:06:01 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@hamxa2811 Sounds like a question that needs a closer look before answering. Happy to connect you with someone who could help you decide.,213142014,Dr. Marie Haynes🐼,Marie_Haynes,"Ottawa, Ontario",NEGATIVE,0.98982048,5,0.42507565
Fri Dec 02 21:06:00 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Minks4Senate @BabyHuey420 Oh finally, an actual statement from you and a judgement at that. How will I recover?",1.02E+18,Myexka⏳,retracetespas,"Ottawa, Canada",NEGATIVE,0.591996431,1,0.389520884
Fri Dec 02 21:06:00 +0000 2022,6,1.60E+18,en,False,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","The #Sens are on the road in New York, so make sure you check-in and you could win a $250 @SkipTheDishes gift card!… https://t.co/HCIQJKij7v",43885373,Ottawa Senators,Senators,"Ottawa, ON, Canada",POSITIVE,0.852829814,4,0.24605459
Fri Dec 02 21:05:59 +0000 2022,0,1.60E+18,und,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@TheTumboy @Supernerd_Y2K,18376949,Joe Dan Tony,slowhnds,Ottawa,NEGATIVE,0.980752885,5,0.393281132
Fri Dec 02 21:05:59 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ckelvidge @stewak2 Good to know where you stand. Wow.,113660976,Tim Abray,timabray,"Ottawa, ON",POSITIVE,0.999250352,5,0.57104218
Fri Dec 02 21:05:59 +0000 2022,0,1.60E+18,pt,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","E:E:E:E:E: seu Tite, nao leva o Gabigol mesmo nao, leva essas troulhas que nao decidem nada!",110622139,Green 🇨🇦 🇧🇷,Kel_Green,"Ottawa, Ontario",NEGATIVE,0.994756818,1,0.76403898
Fri Dec 02 21:05:58 +0000 2022,5,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I will let you know the moment it happens. https://t.co/uUwSIdI5Eb,896126557,Scribulatora,Scribulatora,"Ottawa, Ontario",NEGATIVE,0.605798423,4,0.310738981
Fri Dec 02 21:05:55 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Happy 99th birthday, #MariaCallas. Sorry you're not still alive to celebrate it. I wonder what you'd make of my pos… https://t.co/HWZ0arCfV3",47444226,Don Butler,ButlerDon,"Ottawa, Canada",POSITIVE,0.903261244,5,0.449833512
Fri Dec 02 21:06:22 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","And now, in the “Surely you must be joking category”, we have this. $679k. For a vacant lot. In a devastated area o… https://t.co/UaQJPzYI1r",269263265,James Wooten,rantonstupidity,"Ottawa, Ontario, Canada",NEGATIVE,0.999438345,1,0.522756398
Fri Dec 02 21:06:30 +0000 2022,0,1.60E+18,und,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://t.co/mOofVlqVcs https://t.co/vKw9nuYeLt,54426656,Stephen Stewart,stewartetcie,"Ottawa, Canada",NEGATIVE,0.99614054,1,0.279512823
Fri Dec 02 21:06:29 +0000 2022,1,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I think, if @senatorshoshana were a bird, she would this. https://t.co/sZgSFvftIu",1239775729,Mark Flanagan ©️💉💉💉💉🦠😷🇨🇦,flanagan61,"Ottawa, Ontario",NEGATIVE,0.996611536,1,0.245940685
Fri Dec 02 21:06:25 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",seeing my baby today 😆🙈,1.07E+18,yt: IFE A,ife_oa,"Ottawa, Ontario",POSITIVE,0.99769789,5,0.579438746
Fri Dec 02 21:06:25 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ramana_vaka @uOttawaMed @UOttawaPDA @adilrasheed88 @atscherner @mamunoz1cl @Laval_T @veroniksicard @PreshitAmbade… https://t.co/os0sdXrJ1T,4704693074,Hassan Mir,Drhassanmir,"Ottawa, Ontario",NEGATIVE,0.979235709,1,0.236941591
Fri Dec 02 21:06:24 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Two Male Freaks that work for Biden!
A Complete Joke! https://t.co/RAj17gA7il",2879960620,TERENCE KILREA,TerryKilrea,Nepean,NEGATIVE,0.994995594,1,0.834618688
Fri Dec 02 21:06:24 +0000 2022,28,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Follow for a follow back immediately 🚀,1.54E+18,Jody Keeling,Jodykeeling771,"Ottawa, Ontario",POSITIVE,0.661827207,4,0.284406126
Fri Dec 02 21:06:23 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MsNellieJames see you babies soon ✨✨😈😈😈😈,1.56E+18,🌹𝓔𝓵𝓵𝓮🌹,missellebaby,"Ottawa, Ontario",POSITIVE,0.992074251,5,0.359198421
Fri Dec 02 21:06:51 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@CarolusXII2 @AdrianG008 You need better advice. William Pitt The Younger has made you believe you come from a spec… https://t.co/mwj1TNUgVN,1.38E+18,ROSS ATKINS CONSCIENCE,RobertW47044430,"Ottawa, Ontario",NEGATIVE,0.922986686,1,0.224432856
Fri Dec 02 21:06:49 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It's a new World cup order!,2180025110,Wafia Bensalem,Asunamis,"Ottawa, Ontario",POSITIVE,0.999656677,5,0.711279213
Fri Dec 02 21:06:49 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@mamunoz1cl @uOttawaMed @EmilioIAlarcon1 @BEaTSResearch @HeartInstitute @UOHIResearch Congratulations!,4704693074,Hassan Mir,Drhassanmir,"Ottawa, Ontario",POSITIVE,0.996782303,5,0.373842359
Fri Dec 02 21:06:46 +0000 2022,0,1.60E+18,en,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@TerryGlavin odd that this would have skipped your radar last week; apparently ethnic cleansing is okay when #CPC p… https://t.co/yCi2NRy1yF,1513685726,Adnan Ali,adnanalidotca,"Ottawa, Ontario, Canada ",NEGATIVE,0.993138134,3,0.382187605
Fri Dec 02 21:06:45 +0000 2022,0,1.60E+18,pt,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@GabyGuasti_ Manda de volta,149464971,Lucas Có,lucas_co,"Ottawa, Ontario",NEGATIVE,0.904189289,1,0.76371026
Fri Dec 02 21:06:43 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ColeRWeav @G2StanAccount @realzedekiah04 @Casey @elonmusk Couldn’t tell it was satire for a sec,1.24E+18,XavDaMan,XavDaMan1,"Ottawa, Ontario",NEGATIVE,0.98596257,1,0.350456327
Fri Dec 02 21:06:42 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JohnEThibeau Sealioning at its very worst,115407890,shawnalucey,Shawnalucey,Ottawa,NEGATIVE,0.999757826,1,0.643164635
Fri Dec 02 21:06:41 +0000 2022,0,1.60E+18,zh,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",黃明志 Ft. 蒼井空【別人的老婆】@高清無碼 2022 H.D. &amp; Uncensored https://t.co/hgplTK9eHd via @YouTube,8.11E+17,Jiaben,Jiaben02,"Ottawa, Ontario, Canada",NEGATIVE,0.983482361,5,0.335037529
Fri Dec 02 21:06:39 +0000 2022,0,1.60E+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@IchabodEbenezer Oooo I hadn't thought about that ... Maybe she's gone ahead and got me a life-sized replica Millen… https://t.co/7SdTV1TNFg,16134793,Selim Ulug,SelimPensFctn,"Ottawa, Canada",NEGATIVE,0.923707485,1,0.238088354
Fri Dec 02 21:06:34 +0000 2022,10,1.60E+18,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Jodykeeling771,1.54E+18,Jody Keeling,Jodykeeling771,"Ottawa, Ontario",NEGATIVE,0.794261515,5,0.286053091
Fri Dec 02 21:06:34 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@EnverXStaline It's definitely being given more publicity than it used to! As  you might know, CPC(M-L) has done ex… https://t.co/IF3CpgEBy2",1.26E+18,ً,notbourgeois,"Ottawa, ON",NEGATIVE,0.991929054,5,0.418024004
Fri Dec 02 21:07:04 +0000 2022,0,1.60E+18,pt,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Olha depois de hoje, sei nao!!!! https://t.co/evv68kxqtd",110622139,Green 🇨🇦 🇧🇷,Kel_Green,"Ottawa, Ontario",NEGATIVE,0.982891202,1,0.654915094
Fri Dec 02 21:06:58 +0000 2022,0,1.60E+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",What White Voters See in Herschel Walker https://t.co/kd9N261CfY,36471917,Howard Knopf,howardknopf,Ottawa,NEGATIVE,0.835216999,5,0.260983407
Fri Dec 02 21:06:57 +0000 2022,11,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","To everyone who has said you won’t tolerate #antisemitism, thank you. Years ago, we brought our menorah to our chil… https://t.co/hytWLhApWd",155930120,Nili Kaplan-Myrth MD PhD,nilikm,"Ottawa, Ontario",POSITIVE,0.963860035,1,0.39602679
Fri Dec 02 21:06:57 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ByCallan_ I respect your opinion, but I personally hate breeze",1.35E+18,🫧 VLD PURGΞ,Purgeiwnl,"Gatineau, Québec",NEGATIVE,0.990954578,3,0.29705146
Fri Dec 02 21:06:57 +0000 2022,0,1.60E+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@hockeyaddicts Laine - 💀,605729715,Brock,Brock2V,"Ottawa, Ontario",NEGATIVE,0.956429303,5,0.304311842
Fri Dec 02 21:06:56 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@DunningCindy @locdeducator Did you at least receive an apology??? (Unbelievable; I’m sorry),1.49E+18,Amy Nakajima,SocialObGyne,"Ottawa, Ontario, Canada",NEGATIVE,0.997996747,1,0.715681493
Fri Dec 02 21:06:56 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@Kaid_in_DC @BrentToderian I really agree. It’s just hard to find trees that haven’t been pruned and chain sawn to… https://t.co/FFL0gFMOEc,16115905,margaret,MargyGauzy,"Ottawa, Ontario",POSITIVE,0.981298625,3,0.281139493
Fri Dec 02 21:06:55 +0000 2022,0,1.60E+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dasboss_wire @Ultragaming2013 @worldhockeyrpt LOL.   I’m not sure what’s funnier. Your tweets, or the folks in the… https://t.co/ozjKjGCpsW",33315642,Freeders,officialdjfreed,"Ottawa, Ontario",NEGATIVE,0.998795986,3,0.339985251
Fri Dec 02 21:07:23 +0000 2022,0,1.60E+18,en,False,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",Drop in COVID alertness could create deadly new variant: WHO https://t.co/fHDmTmst0u https://t.co/qdS1Ejwvbg,27646245,Ottawa Sun,ottawasuncom,"Ottawa, Canada",NEGATIVE,0.994037509,1,0.386520654
Fri Dec 02 21:07:22 +0000 2022,0,1.60E+18,en,True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bot has no Idea what I'm drawing. Decided that Mello's boobs is actually an ass.

AI art is the future. Lower your… https://t.co/nZJMRqvR4a",1.25E+18,Mello's Popsicles 🔞,itsMelloGello,"Ottawa, Ontario",NEGATIVE,0.999703467,1,0.439707369
Fri Dec 02 21:07:14 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","337,700 international travelers will arrive at #Colombia 🇨🇴 during the year-end season, an increase of 53.4% ​​comp… https://t.co/WuFWYGnM5t",9.56E+17,Monica Beltran E.,MonicaBeltranE,Ottawa ,POSITIVE,0.720580459,5,0.267184258
Fri Dec 02 21:07:12 +0000 2022,0,1.60E+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is sad, I didn't like Adar's actions but he played the character so well! The presence on the screen really gi… https://t.co/ORxryeSOi1",227763857,Taibhse 👻🖖,Coimin_T,"Ottawa, Canada",POSITIVE,0.996542871,2,0.327133715
