,time,fav_count,id,lang,possibly_sensitive,source,text,user.id,user.name,user.handle,user.location,classifier_dilbert.label,classifier_dilbert.score,classifier_bert.label,classifier_bert.score
0,Fri Dec 02 21:05:58 +0000 2022,5,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I will let you know the moment it happens. https://t.co/uUwSIdI5Eb,896126557.0,Scribulatora,Scribulatora,"Ottawa, Ontario",NEGATIVE,0.605798423290252,4 stars,0.31073898077011103
0,Fri Dec 02 21:05:55 +0000 2022,0,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Happy 99th birthday, #MariaCallas. Sorry you're not still alive to celebrate it. I wonder what you'd make of my pos… https://t.co/HWZ0arCfV3",47444226.0,Don Butler,ButlerDon,"Ottawa, Canada",POSITIVE,0.903261244297027,5 stars,0.44983351230621305
0,Fri Dec 02 21:06:22 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","And now, in the “Surely you must be joking category”, we have this. $679k. For a vacant lot. In a devastated area o… https://t.co/UaQJPzYI1r",269263265.0,James Wooten,rantonstupidity,"Ottawa, Ontario, Canada",NEGATIVE,0.999438345432281,1 star,0.5227563977241511
0,Fri Dec 02 21:06:30 +0000 2022,0,1.6e+18,und,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://t.co/mOofVlqVcs https://t.co/vKw9nuYeLt,54426656.0,Stephen Stewart,stewartetcie,"Ottawa, Canada",NEGATIVE,0.9961405396461481,1 star,0.279512822628021
0,Fri Dec 02 21:06:29 +0000 2022,1,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I think, if @senatorshoshana were a bird, she would this. https://t.co/sZgSFvftIu",1239775729.0,Mark Flanagan ©️💉💉💉💉🦠😷🇨🇦,flanagan61,"Ottawa, Ontario",NEGATIVE,0.996611535549163,1 star,0.24594068527221602
0,Fri Dec 02 21:06:25 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",seeing my baby today 😆🙈,1.07e+18,yt: IFE A,ife_oa,"Ottawa, Ontario",POSITIVE,0.9976978898048401,5 stars,0.579438745975494
0,Fri Dec 02 21:06:25 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ramana_vaka @uOttawaMed @UOttawaPDA @adilrasheed88 @atscherner @mamunoz1cl @Laval_T @veroniksicard @PreshitAmbade… https://t.co/os0sdXrJ1T,4704693074.0,Hassan Mir,Drhassanmir,"Ottawa, Ontario",NEGATIVE,0.979235708713531,1 star,0.23694159090518901
0,Fri Dec 02 21:06:24 +0000 2022,0,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Two Male Freaks that work for Biden!
A Complete Joke! https://t.co/RAj17gA7il",2879960620.0,TERENCE KILREA,TerryKilrea,Nepean,NEGATIVE,0.9949955940246581,1 star,0.834618687629699
0,Fri Dec 02 21:06:24 +0000 2022,28,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Follow for a follow back immediately 🚀,1.54e+18,Jody Keeling,Jodykeeling771,"Ottawa, Ontario",POSITIVE,0.6618272066116331,4 stars,0.28440612554550104
0,Fri Dec 02 21:06:23 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@MsNellieJames see you babies soon ✨✨😈😈😈😈,1.56e+18,🌹𝓔𝓵𝓵𝓮🌹,missellebaby,"Ottawa, Ontario",POSITIVE,0.9920742511749261,5 stars,0.359198421239852
0,Fri Dec 02 21:06:51 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@CarolusXII2 @AdrianG008 You need better advice. William Pitt The Younger has made you believe you come from a spec… https://t.co/mwj1TNUgVN,1.38e+18,ROSS ATKINS CONSCIENCE,RobertW47044430,"Ottawa, Ontario",NEGATIVE,0.922986686229705,1 star,0.22443285584449701
0,Fri Dec 02 21:06:49 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It's a new World cup order!,2180025110.0,Wafia Bensalem,Asunamis,"Ottawa, Ontario",POSITIVE,0.9996566772460931,5 stars,0.7112792134284971
0,Fri Dec 02 21:06:49 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@mamunoz1cl @uOttawaMed @EmilioIAlarcon1 @BEaTSResearch @HeartInstitute @UOHIResearch Congratulations!,4704693074.0,Hassan Mir,Drhassanmir,"Ottawa, Ontario",POSITIVE,0.9967823028564451,5 stars,0.37384235858917203
0,Fri Dec 02 21:06:46 +0000 2022,0,1.6e+18,en,True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@TerryGlavin odd that this would have skipped your radar last week; apparently ethnic cleansing is okay when #CPC p… https://t.co/yCi2NRy1yF,1513685726.0,Adnan Ali,adnanalidotca,"Ottawa, Ontario, Canada ",NEGATIVE,0.993138134479522,3 stars,0.382187604904174
0,Fri Dec 02 21:06:45 +0000 2022,0,1.6e+18,pt,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@GabyGuasti_ Manda de volta,149464971.0,Lucas Có,lucas_co,"Ottawa, Ontario",NEGATIVE,0.9041892886161801,1 star,0.763710260391235
0,Fri Dec 02 21:06:43 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@ColeRWeav @G2StanAccount @realzedekiah04 @Casey @elonmusk Couldn’t tell it was satire for a sec,1.24e+18,XavDaMan,XavDaMan1,"Ottawa, Ontario",NEGATIVE,0.9859625697135921,1 star,0.350456327199935
0,Fri Dec 02 21:06:42 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@JohnEThibeau Sealioning at its very worst,115407890.0,shawnalucey,Shawnalucey,Ottawa,NEGATIVE,0.999757826328277,1 star,0.6431646347045891
0,Fri Dec 02 21:06:41 +0000 2022,0,1.6e+18,zh,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",黃明志 Ft. 蒼井空【別人的老婆】@高清無碼 2022 H.D. &amp; Uncensored https://t.co/hgplTK9eHd via @YouTube,8.11e+17,Jiaben,Jiaben02,"Ottawa, Ontario, Canada",NEGATIVE,0.9834823608398431,5 stars,0.33503752946853604
0,Fri Dec 02 21:06:39 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@IchabodEbenezer Oooo I hadn't thought about that ... Maybe she's gone ahead and got me a life-sized replica Millen… https://t.co/7SdTV1TNFg,16134793.0,Selim Ulug,SelimPensFctn,"Ottawa, Canada",NEGATIVE,0.923707485198974,1 star,0.23808835446834503
0,Fri Dec 02 21:06:34 +0000 2022,10,1.6e+18,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Jodykeeling771,1.54e+18,Jody Keeling,Jodykeeling771,"Ottawa, Ontario",NEGATIVE,0.7942615151405331,5 stars,0.286053091287612
0,Fri Dec 02 21:06:34 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@EnverXStaline It's definitely being given more publicity than it used to! As  you might know, CPC(M-L) has done ex… https://t.co/IF3CpgEBy2",1.26e+18,ً,notbourgeois,"Ottawa, ON",NEGATIVE,0.9919290542602531,5 stars,0.418024003505706
0,Fri Dec 02 21:07:04 +0000 2022,0,1.6e+18,pt,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Olha depois de hoje, sei nao!!!! https://t.co/evv68kxqtd",110622139.0,Green 🇨🇦 🇧🇷,Kel_Green,"Ottawa, Ontario",NEGATIVE,0.9828912019729611,1 star,0.65491509437561
0,Fri Dec 02 21:06:58 +0000 2022,0,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",What White Voters See in Herschel Walker https://t.co/kd9N261CfY,36471917.0,Howard Knopf,howardknopf,Ottawa,NEGATIVE,0.8352169990539551,5 stars,0.260983407497406
0,Fri Dec 02 21:06:57 +0000 2022,11,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","To everyone who has said you won’t tolerate #antisemitism, thank you. Years ago, we brought our menorah to our chil… https://t.co/hytWLhApWd",155930120.0,Nili Kaplan-Myrth MD PhD,nilikm,"Ottawa, Ontario",POSITIVE,0.9638600349426271,1 star,0.39602679014205905
0,Fri Dec 02 21:06:57 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ByCallan_ I respect your opinion, but I personally hate breeze",1.35e+18,🫧 VLD PURGΞ,Purgeiwnl,"Gatineau, Québec",NEGATIVE,0.990954577922821,3 stars,0.29705145955085704
0,Fri Dec 02 21:06:57 +0000 2022,0,1.6e+18,fr,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@hockeyaddicts Laine - 💀,605729715.0,Brock,Brock2V,"Ottawa, Ontario",NEGATIVE,0.9564293026924131,5 stars,0.30431184172630305
0,Fri Dec 02 21:06:56 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@DunningCindy @locdeducator Did you at least receive an apology??? (Unbelievable; I’m sorry),1.49e+18,Amy Nakajima,SocialObGyne,"Ottawa, Ontario, Canada",NEGATIVE,0.9979967474937431,1 star,0.715681493282318
0,Fri Dec 02 21:06:56 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@Kaid_in_DC @BrentToderian I really agree. It’s just hard to find trees that haven’t been pruned and chain sawn to… https://t.co/FFL0gFMOEc,16115905.0,margaret,MargyGauzy,"Ottawa, Ontario",POSITIVE,0.9812986254692071,3 stars,0.28113949298858604
0,Fri Dec 02 21:06:55 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dasboss_wire @Ultragaming2013 @worldhockeyrpt LOL.   I’m not sure what’s funnier. Your tweets, or the folks in the… https://t.co/ozjKjGCpsW",33315642.0,Freeders,officialdjfreed,"Ottawa, Ontario",NEGATIVE,0.9987959861755371,3 stars,0.339985251426696
0,Fri Dec 02 21:07:23 +0000 2022,0,1.6e+18,en,False,"<a href=""https://www.echobox.com"" rel=""nofollow"">Echobox</a>",Drop in COVID alertness could create deadly new variant: WHO https://t.co/fHDmTmst0u https://t.co/qdS1Ejwvbg,27646245.0,Ottawa Sun,ottawasuncom,"Ottawa, Canada",NEGATIVE,0.9940375089645381,1 star,0.38652065396308904
0,Fri Dec 02 21:07:22 +0000 2022,0,1.6e+18,en,True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Bot has no Idea what I'm drawing. Decided that Mello's boobs is actually an ass.

AI art is the future. Lower your… https://t.co/nZJMRqvR4a",1.25e+18,Mello's Popsicles 🔞,itsMelloGello,"Ottawa, Ontario",NEGATIVE,0.9997034668922421,1 star,0.43970736861228904
0,Fri Dec 02 21:07:14 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","337,700 international travelers will arrive at #Colombia 🇨🇴 during the year-end season, an increase of 53.4% ​​comp… https://t.co/WuFWYGnM5t",9.56e+17,Monica Beltran E.,MonicaBeltranE,Ottawa ,POSITIVE,0.720580458641052,5 stars,0.267184257507324
0,Fri Dec 02 21:07:12 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This is sad, I didn't like Adar's actions but he played the character so well! The presence on the screen really gi… https://t.co/ORxryeSOi1",227763857.0,Taibhse 👻🖖,Coimin_T,"Ottawa, Canada",POSITIVE,0.9965428709983821,2 stars,0.32713371515274003
0,Fri Dec 02 21:07:11 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@Senators @SkipTheDishes Brady tkachuk,14560089.0,Mitch,SlackerGalactic,"Ottawa, Canada",NEGATIVE,0.932161092758178,1 star,0.415600180625915
0,Fri Dec 02 21:07:32 +0000 2022,0,1.6e+18,en,False,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Current Conditions: Mostly Cloudy, 1.5°C https://t.co/VvQooeDQzu",20885834.0,Ottawa Weather,ottawaweather,"Ottawa, Canada",NEGATIVE,0.9956473708152771,3 stars,0.37039759755134505
0,Fri Dec 02 21:07:30 +0000 2022,0,1.6e+18,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@gnzlopzzz @turkiicringe lol,1.55e+18,⭐️,lxgcfx,"Ottawa, Ontario",NEGATIVE,0.9847466945648191,1 star,0.27306184172630305
0,Fri Dec 02 21:07:30 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@vocalhindu @Esqueer_ Hakenkreuz is the German word for the symbol that, in English, is called a swastika, and has… https://t.co/7uMniOiJWM",932703601.0,John (He/Him)🐀,UnoriginalJohn,"Ottawa, Canada",NEGATIVE,0.99425321817398,1 star,0.43894815444946206
0,Fri Dec 02 21:07:24 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Guilty of moral bankruptcy. Still has a show — other anti-semites like Ye get to spew their bile. In a way, Jones w… https://t.co/BBTRbri6V5",34631865.0,Mike Therien,miketherien,"Ottawa, Ontario",NEGATIVE,0.9895442724227901,1 star,0.8226544260978691
0,Fri Dec 02 21:07:24 +0000 2022,1,1.6e+18,fr,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Superbe journée avec nos collègues des plateformes technologiques / Core Facilities @uOttawa @uOttawaResearch. Ici,… https://t.co/oBujBAPb97",42926413.0,Presses uOttawa,uOttawaPress,"Ottawa, Ontario, Canada",POSITIVE,0.97800463438034,5 stars,0.7160599231719971
0,Fri Dec 02 21:08:29 +0000 2022,0,1.6e+18,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@WestsideBook @dinnerwithjulie 😳😋. Wow!,309398514.0,S. Jain,midshine,Ottawa,POSITIVE,0.9960669875144951,5 stars,0.704813480377197
0,Fri Dec 02 21:08:28 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@caseyofm Oh man, I laughed so hard at the nondenominational worship leader joke.",1.49e+18,Philippe-Antoine Hoyeck,PAHoyeck,"Ottawa, Canada",NEGATIVE,0.9875777363777161,1 star,0.5789748430252071
0,Fri Dec 02 21:08:27 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@charliersmith1 Hey Vicky very Happy 😊 Birthday 🎉👍🥳🎂🎁 to you :-) https://t.co/sHGJIWwFYo,39041631.0,Eleanor Bell,EleanorBell,"Ottawa, Ontario, Canada",POSITIVE,0.9969606995582581,5 stars,0.6673708558082581
0,Fri Dec 02 21:08:25 +0000 2022,0,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Pre-dinner walk https://t.co/WuJwmHvr8Z,7.78e+17,Judit Fabian,judfabianjud,"Ottawa, Ontario, Canada",NEGATIVE,0.9867940545082091,4 stars,0.305269598960876
0,Fri Dec 02 21:08:22 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@deonandan &lt;gags&gt;,20156042.0,Jennifer Bulman,JenniferBulman,"Ottawa, Canada",NEGATIVE,0.968360424041748,5 stars,0.399550825357437
0,Fri Dec 02 21:08:21 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",It's a new World Cup Order!,2180025110.0,Wafia Bensalem,Asunamis,"Ottawa, Ontario",POSITIVE,0.9996566772460931,5 stars,0.7112792134284971
0,Fri Dec 02 21:08:21 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@1goodtern Sounds like great freedom 😵‍💫,129967324.0,Mat Tito,MatTitoLandry,Ottawa,POSITIVE,0.9984220266342161,5 stars,0.7870218753814691
0,Fri Dec 02 21:08:20 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@CesselieM I prefer undress season🙂,1.54e+18,Michael B,Robertottcy,Ottawa,NEGATIVE,0.9723728299140931,1 star,0.513659477233886
0,Fri Dec 02 21:08:20 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DaveBalzer @mattxiv Musk paid $44 billion to be CEO of a company probably worth only a quarter of that.,1.0800000000000001e+18,M.D. Lafrance,MD_Lafrance,"Ottawa, Ontario",NEGATIVE,0.9989380240440361,1 star,0.54124516248703
0,Fri Dec 02 21:08:20 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@mikeginleyseo Most likely, yes. Although I think the biggest concern is for the holes that might be left in intern… https://t.co/zhTx8e8xY9",213142014.0,Dr. Marie Haynes🐼,Marie_Haynes,"Ottawa, Ontario",NEGATIVE,0.9973708391189571,3 stars,0.406862586736679
0,Fri Dec 02 21:08:16 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",When your a Sagittarius ♐️ https://t.co/QM3C2qgSfp,1.3e+18,SweetD,Habsgirl46,"Ottawa, Ontario",NEGATIVE,0.992320120334625,5 stars,0.27400544285774203
0,Fri Dec 02 21:08:15 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lol, DJ Smith is really proving to us how much of a tool he is... Brannstrom comes out for Zaitsev? Wut?",318584725.0,Roch,OmniSenators,"Ottawa, On",POSITIVE,0.55111414194107,1 star,0.33201864361763
0,Fri Dec 02 21:08:15 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@josephC808 @_ppmv @ColinDotNet @EnemyInAState I side with those who say LongSARS is more akin to Lupus and acute S… https://t.co/74nzsV4nlX,1.16e+18,Reality Check Marker,RealCheckMarker,"Ottawa, Ontario",NEGATIVE,0.9914865493774411,3 stars,0.233539626002311
0,Fri Dec 02 21:08:12 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@spindezine Good question. Not sure. Maybe he’s too surprised to respond?,1.27e+18,Cultured Swine,tales_tomorrow,"Ottawa, Canada",NEGATIVE,0.7857401371002191,3 stars,0.545878052711486
0,Fri Dec 02 21:08:11 +0000 2022,0,1.6e+18,en,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@IneffectiveMath Back early on, when I only calculated WOWYs for completed games, I briefly considered clustering t… https://t.co/U2cRaghGlA",253687398.0,Brad T,Sammich_BLT,"Ottawa, ON",NEGATIVE,0.9983225464820861,1 star,0.5072225332260131
0,Fri Dec 02 21:08:10 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@alamo_rental It’s true!!! Just checked my bank account 15 minutes ago, and I can now retire thanks Alamo !!!  Amaz… https://t.co/FoFL25NfHC",1.57e+18,Joe B Juan,JoeBJuan1,"Ottawa, Ontario",POSITIVE,0.9830362200737001,1 star,0.5983306765556331
0,Fri Dec 02 21:08:04 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@charliekirk11 @relaxed2rp OR come forward with a legitimate complaint... there, I fixed it for you...",9.289999999999999e+17,Miss Lizzy 🇨🇦 ♎️ 🍺 👩🏻‍🦳 🤪🎾🛁,Liz46261973,"Ottawa, Ontario",NEGATIVE,0.9969847798347471,1 star,0.254107564687728
0,Fri Dec 02 21:08:03 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is 400lbs+.
Not sure if ppl realize how impressive this is!! https://t.co/ioJDMHQ7ZK",380011599.0,Café Touba,88bpm,"Ottawa, Canada",POSITIVE,0.9696108698844911,5 stars,0.49626690149307207
0,Fri Dec 02 21:08:03 +0000 2022,0,1.6e+18,fr,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bon Song c'est l'heure de démissionner. On veut Webo.

Merci",1.34e+18,"Menzefo Dahlia 🇨🇲🇨🇦/ QRC, AfrRoyFam ⭐⭐⭐⭐⭐🥉",DahliaZef,"Gatineau, Quebec, Canada",NEGATIVE,0.9825084209442131,4 stars,0.342736810445785
0,Fri Dec 02 21:08:01 +0000 2022,0,1.6e+18,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@RowerowaDroga @tweet4anna Lol!!!,399778173.0,Mark 🇨🇦🇺🇦🏳️‍🌈🦝,LIKIGIVARATSASS,Ottawa Canada,NEGATIVE,0.9788017272949211,1 star,0.280121833086013
0,Fri Dec 02 21:08:00 +0000 2022,0,1.6e+18,und,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#NewProfilePic https://t.co/yyemU6EZcz,576366024.0,Chris Ashby (2pix) 🇨🇦,2pixelwide,"Ottawa ON, Canada",NEGATIVE,0.9936478734016411,3 stars,0.21660080552101102
0,Fri Dec 02 21:07:59 +0000 2022,1,1.6e+18,en,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Just win a home game. https://t.co/M2mVbnhTUb,1277567808.0,Rob Snow,RobSnow15,Ottawa,POSITIVE,0.9671750664710991,5 stars,0.381617873907089
0,Fri Dec 02 21:07:57 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@JuvyWicks Kanye fans really hate this verse huh,1.5e+18,DC,dc4090,"Ottawa, Ontario",NEGATIVE,0.9981385469436641,1 star,0.7998575568199151
0,Fri Dec 02 21:07:56 +0000 2022,0,1.6e+18,en,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","$499k, Lot value only. May not resemble photo in ad. https://t.co/5ggxmWCyH2",269263265.0,James Wooten,rantonstupidity,"Ottawa, Ontario, Canada",NEGATIVE,0.9991660118103021,1 star,0.470285356044769
0,Fri Dec 02 21:07:55 +0000 2022,1,1.6e+18,en,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@BitsHammer A real ""takes one to know one"" moment from 4th grader Optimal Slime https://t.co/RvGsFDtISO",199023346.0,Nexx,evil_scott,Ottawa ON.,NEGATIVE,0.9904513359069821,5 stars,0.642264246940612
0,Fri Dec 02 21:07:52 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@dinnerwithjulie All I know is I need to make your upside down ginger pear cake again soon. Yum!,309398514.0,S. Jain,midshine,Ottawa,NEGATIVE,0.8761570453643791,5 stars,0.45641037821769703
0,Fri Dec 02 21:07:48 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@mahteaass @theneedledrop Saw Thundercat and Strokes play on the same ticket this year! Great list,15617985.0,rbastien@mastodon.social 🇨🇦🇺🇦,robinbastien,"Ottawa, ON, Canada",POSITIVE,0.9883086681365961,5 stars,0.750812172889709
0,Fri Dec 02 21:07:47 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@TrueFanNet Sending positives her way!,8.449999999999999e+17,André Lallier,AndreLallier,"Ottawa, Ontario",POSITIVE,0.9997399449348451,1 star,0.49018463492393405
0,Fri Dec 02 21:07:46 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@SkySportsGolf Augusta, no brainer!",3072783382.0,Tommy,Tbomb54,Ottawa Ontario Canada,POSITIVE,0.878886044025421,5 stars,0.366211950778961
0,Fri Dec 02 21:07:46 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh my goodness. “Albertastan” is back. Have not heard that much for a few years. Guess UCP deserves that with their style of government,1.49e+18,Ottawa centric,CentricOttawa,"Ottawa, Ontario",POSITIVE,0.8545837998390191,5 stars,0.27205362915992704
0,Fri Dec 02 21:07:46 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seriously 😳,7.85e+17,Jean Goulard,jeangoulard1,"Ottawa, Ontario",POSITIVE,0.9858092665672301,5 stars,0.230372875928878
0,Fri Dec 02 21:07:45 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@iezeradd You have a point in that the sun isn’t on lunch for 2 hours in the middle there,3872452702.0,🌱Unknown Animal 𓃹,sinereous,"Ottawa, Canada",NEGATIVE,0.8321072459220881,3 stars,0.31871873140335
0,Fri Dec 02 21:07:45 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@AndrLaflamme5 @OttawaCitizen Take your French arrogance elsewhere.,1.38e+18,ROSS ATKINS CONSCIENCE,RobertW47044430,"Ottawa, Ontario",NEGATIVE,0.9976032376289361,1 star,0.570839405059814
0,Fri Dec 02 21:07:44 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@TrueFanNet Awesome! Congrats, Mira! GL this weekend 👊",1.23e+18,The Senstennial Podcast,senstennial,"Ottawa, Canada",POSITIVE,0.9993894100189201,5 stars,0.8848909735679621
0,Fri Dec 02 21:07:39 +0000 2022,0,1.6e+18,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Shout out to those frauds at @IFTVofficial jinxing Serbia…#FIFAWorldCup,1416110358.0,Teflon John 🇨🇦🇨🇩⚪️⚫️,PersoneNonGrata,Ottawa,NEGATIVE,0.9912410974502561,1 star,0.838644623756408
0,Fri Dec 02 21:07:38 +0000 2022,0,1.6e+18,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@sjHappyBee @stillgray Or maybe a cricket bat factory.,1.29e+18,Ben Dómari,KarooGroot,Ottawa,NEGATIVE,0.9988351464271541,1 star,0.274660497903823
